Actual,Predicted
113.7168197631836,109.8987
114.2656478881836,109.481834
116.6766128540039,109.07447
120.27345275878906,108.84209
120.62627410888672,108.96081
120.48907470703125,109.35568
119.81280517578126,109.93007
121.28290557861327,110.56168
121.90036010742188,111.274475
119.3521728515625,112.02821
120.78306579589844,112.61633
119.96961975097655,113.12711
119.3521728515625,113.4923
125.33057403564453,113.69279
125.26195526123045,114.09833
126.13421630859375,114.61695
124.13490295410156,115.249
125.67359924316406,115.81167
129.25082397460938,116.37736
128.34918212890625,117.10301
129.33901977539062,117.84262
133.96495056152344,118.60809
132.18118286132812,119.602
131.0541534423828,120.58957
130.04470825195312,121.45424
126.83007049560547,122.11117
128.398193359375,122.38396
124.07608795166014,122.44486
128.3099822998047,122.087074
129.41741943359375,121.69434
126.40863800048828,121.3485
126.23224639892578,120.895645
128.2805633544922,120.39429
126.34003448486328,120.000565
124.6053237915039,119.594986
125.28157806396484,119.11444
129.39785766601562,118.64604
134.14134216308594,118.44318
136.29750061035156,118.71175
140.07073974609375,119.434685
140.3059539794922,120.66809
139.22789001464844,122.208405
134.35696411132812,123.8162
129.32919311523438,125.08864
131.4657745361328,125.74544
132.29885864257812,126.0213
131.26976013183594,126.02543
134.65097045898438,125.77226
134.2338409423828,125.54722
134.3810577392578,125.329865
133.4976806640625,125.15231
132.88914489746094,124.96781
132.6339569091797,124.75762
132.86949157714844,124.52536
130.7297821044922,124.30183
128.42318725585938,123.9743
127.31405639648438,123.463356
127.47109222412111,122.78597
123.67259216308594,122.033676
123.53517150878905,121.05517
123.0345993041992,119.97287
118.75511169433592,118.84885
119.02014923095705,117.52431
125.42951965332031,116.159744
122.808837890625,115.20898
119.80536651611328,114.46948
117.9110107421875,113.78468
119.17717742919922,113.08039
114.21063995361328,112.4735
118.85327148437499,111.68819
117.76378631591797,111.092224
119.70719146728514,110.59942
118.79438018798828,110.336876
121.69970703125,110.21126
123.25052642822264,110.36773
122.45549011230467,110.80889
118.30361938476562,111.392815
117.7735824584961,111.814674
121.11080169677734,112.062164
120.27649688720703,112.344444
117.87174987792967,112.58011
118.36251068115234,112.63943
118.9710693359375,112.597984
119.14774322509764,112.51587
117.68524932861328,112.420654
119.89370727539062,112.242676
120.72798919677733,112.14511
123.57443237304688,112.156975
123.87871551513672,112.41528
125.53749084472658,112.857056
127.95204925537111,113.50652
130.5432891845703,114.403534
128.8157958984375,115.57102
131.94688415527344,116.76355
129.5912322998047,118.08054
132.0155792236328,119.25817
131.6818389892578,120.39995
132.34930419921875,121.4107
130.65127563476562,122.299416
131.0340576171875,122.94114
129.5028839111328,123.38446
131.8389129638672,123.56058
132.2315216064453,123.66394
131.9076385498047,123.72135
131.11256408691406,123.72657
131.0144500732422,123.650276
129.03173828125,123.51348
130.09173583984375,123.22465
125.4884033203125,122.90387
125.73379516601562,122.31001
127.34349822998047,121.575615
128.02191162109375,120.865036
124.71836853027344,120.25155
123.7941665649414,119.56461
120.70692443847656,118.824005
122.86997222900389,117.91074
125.30828857421875,117.052216
124.14810943603516,116.41691
122.75199127197266,115.92258
122.59466552734375,115.49485
125.1706314086914,115.13682
123.3222122192383,114.99621
124.9641647338867,114.915596
124.76753234863281,114.98584
124.71836853027344,115.14715
123.17475891113281,115.36572
122.51600646972656,115.52524
122.19155883789062,115.595436
122.95845031738281,115.5744
121.46398162841797,115.52997
123.77449798583984,115.38572
123.78433227539062,115.31414
124.61022186279297,115.29787
124.99365234374999,115.377144
123.99080657958984,115.54545
125.2099609375,115.71397
128.28738403320312,115.94363
127.46148681640626,116.374306
127.9629135131836,116.87592
129.57534790039062,117.43384
128.2677001953125,118.08682
130.07679748535156,118.69002
131.72854614257812,119.32422
131.45327758789062,120.02746
131.1681365966797,120.71954
130.8731689453125,121.345856
132.51510620117188,121.86573
134.0390625,122.36501
134.65847778320312,122.89814
134.9632568359375,123.456276
137.6080780029297,124.01592
139.63343811035156,124.69084
142.1405792236328,125.51545
140.8329620361328,126.53802
142.67153930664062,127.56233
142.07174682617188,128.63074
143.19261169433594,129.61702
146.6436004638672,130.54182
145.9849090576172,131.54878
143.9300079345703,132.50244
140.05621337890625,133.24428
143.6940155029297,133.56476
142.95663452148438,133.76355
144.3331298828125,133.79588
146.0635223388672,133.7882
146.48634338378906,133.84529
144.3036346435547,133.96779
142.54371643066406,134.00867
143.19261169433594,133.89273
143.40890502929688,133.70284
143.07460021972656,133.47299
144.88369750976562,133.20703
144.48062133789062,133.03412
144.58877563476562,132.9114
143.8994903564453,132.84354
143.85023498535156,132.77966
143.36776733398438,132.72034
143.623779296875,132.63765
146.60733032226562,132.55682
146.81414794921875,132.64818
148.8031005859375,132.86354
147.88742065429688,133.27397
144.11611938476562,133.74487
144.45091247558594,134.02199
145.91802978515625,134.16472
147.41476440429688,134.27057
147.32614135742188,134.42047
146.08541870117188,134.58714
145.27801513671875,134.69035
146.32176208496094,134.69925
150.77247619628906,134.69666
149.5022735595703,134.93127
150.17184448242188,135.24214
151.29432678222656,135.63998
151.9343719482422,136.13559
154.28775024414062,136.70236
152.73196411132812,137.41507
151.70791625976562,138.09276
146.6861114501953,138.65015
147.2572021484375,138.79807
145.84910583496094,138.67862
146.7451934814453,138.27657
146.50885009765625,137.74709
143.82070922851562,137.14111
140.74853515625,136.37132
141.2310333251953,135.36797
143.61395263671875,134.28973
144.57888793945312,133.3523
144.66754150390625,132.62775
143.1413116455078,132.11641
139.73434448242188,131.71342
140.64022827148438,131.22879
139.3306427001953,130.77101
140.46299743652344,130.27673
137.00680541992188,129.8547
138.94662475585938,129.31342
139.82293701171875,128.84131
141.09315490722656,128.49075
140.70916748046875,128.32741
140.62051391601562,128.29323
139.34046936035156,128.35783
138.7496795654297,128.41989
141.55596923828125,128.44577
142.61941528320312,128.60094
144.30319213867188,128.89351
146.4793243408203,129.36798
146.97164916992188,130.06943
147.1882781982422,130.9194
146.41038513183594,131.8391
146.3611602783203,132.70592
147.03074645996094,133.47508
146.56796264648438,134.15642
150.2309112548828,134.69879
147.50338745117188,135.31268
146.67626953125,135.77382
147.7200164794922,136.0616
149.16748046875,136.26035
148.6455841064453,136.45589
149.17807006835938,136.60368
148.3497314453125,136.74158
148.71461486816406,136.81372
145.86477661132812,136.85565
145.81546020507812,136.70744
147.90602111816406,136.43372
147.91586303710938,136.19615
148.9019775390625,135.99255
151.35739135742188,135.88693
155.67652893066406,135.99654
158.31930541992188,136.49474
158.78277587890625,137.3857
159.16734313964844,138.53212
159.68997192382812,139.81403
154.6312713623047,141.13545
158.0135955810547,142.10764
163.0032958984375,142.9626
162.4806671142578,143.92929
161.4846954345703,144.86998
159.5913543701172,145.68675
163.0230255126953,146.25717
168.8015899658203,146.80505
172.6474151611328,147.60391
172.13461303710938,148.73041
176.95669555664062,149.98946
173.29826354980472,151.53864
171.90782165527344,152.96869
176.80877685546875,154.1571
169.86659240722656,155.3548
168.76214599609375,156.06302
167.39144897460938,156.341
170.58645629882812,156.19975
173.1996307373047,155.93774
173.83073425292966,155.73079
177.82447814941406,155.60721
176.79887390136722,155.77725
176.88766479492188,156.07697
175.7240447998047,156.46584
175.1028289794922,156.82375
